id,establishment_name,category,system_of_medicine,address,district,certificate_number,certificate_validity,latitude,longitude,email,phone,num_beds,land_area_sqft,building_area_sqft,page_number
91,SANJEEVINI HEALTH CARE,Clinic/Polyclinic Only Consultation,Ayurveda,SANJEEVINI HEALTH CARE HUNASAGI TQ.,,YDR00139AYCOC,21 Oct 2026,16.6957,76.8432,drvijuullagadi45@gmail.com,9448556011,0,400,200,4
92,SRI KRISHNA HOSPITAL MATERNITY AND NURSING HOME,Hospital (Level 1A),Allopathy,Near SBI Court Road JMKHANDI,,BGK00227ALH1A,04 Jan 2027,16.5066567,75.29211820,kulkarniabhishek62@gmail.com,9448646192,12,Buliding Area(sq.ft):,,2
93,Sri Sai Nethralaya Eye Clinic & Opticals,Clinic/Polyclinic with Observation,Allopathy,"No.3, SHOP NO 5 , GROUND FLOOR ,KHB LAYOUT, KENGERI SATELLITE TOWN ,BANGALORE 560060",BANGALORE,BLU02471ALCWO,10 Oct 2026,12.75,77.25,umerpeerzade123@gmail.com,9036786635,0,Buliding Area(sq.ft):,,4
94,Bhanavi Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"#314, 1st bolck, karikallu beedi, Rammanahalli, Mysuru",MYSURU,MYS00440AYCOC,18 May 2027,12.3465,76.7098,hnyatheesh@gmail.com,9242864190,0,240,240,2
95,Vedika Clinic Medicals,Clinic/Polyclinic Only Consultation,Allopathy,"P No. 58, Sy No. 25, K No. 44, G F Andrahalli Main Road, Hegganahalli, Bangalore- 560091",BANGALORE,BLU02806ALCOC,29 Dec 2026,12.4523,77.8522,drchandra72@gmail.com,9731305069,0,0,0,4
96,Sadashivaram Specialist clinic and Laboratory,Clinic/Polyclinic with Diagnostic Support,Allopathy,KK Arcade.Below medplus.Kunigal road.Ramajois nagar.Tumakuru,TUMAKURU,TMK00161ALCDS,04 Jul 2026,13.3258392,77.0934153,natarajg72@gmail.com,9448358798,0,600,500,2
97,Sanjeevini Multi Speciality Hospital,Hospital (Level 2),Allopathy,"Hanchinamani Arcade, near old bus stand road, Shiggaon",,HVR00234ALHL2,10 Oct 2026,14.99,75.22,drbsajjan@gmail.com,6362877709,30,4500,3500,4
98,GURU RAYA POLYCLINIC,Clinic/Polyclinic with Observation,Allopathy,HANUMANTHA RAYANA BEEDI MG ROAD CROSS CHIKKAMAGALURU,CHIKKAMAGALURU,CKM00072ALCWO,06 Dec 2026,13.40,75.62,mahenchik45@gmail.com,9060469060,0,Buliding Area(sq.ft):,,2
99,lakshmimaternity and surgical center,Hospital (Level 2),Allopathy,95 15th cross margosa road malleswaram,,BLU02180ALHL2,10 Aug 2026,12.9700,77.5900,maheshraob@hotmail.com,9845031002,40,7000,14400,2
100,TEATREE HEALTHCARE PVT LTD,Hospital (Level 2),Allopathy,"#3, Plot No.37/2A Off, Hosur Rd, AECS Layout - A Block, Singasandra, Bengaluru, Karnataka 560068",BENGALURU,BLU02527ALHL2,22 Oct 2026,12.874487,77.651239,Rajagc@teatreehealthcare.com,9141588755,15,1950,5850,4
101,ARYA VAIDYA SALA KOTTAKKAL,AYUSH Therapy Centre,Ayurveda,14/1 MARUDEVA ENCLAVE 5TH CROSS 9TH MAIN JAYANAGAR 2ND BLOCK BANGALORE-560011,BANGALORE,BLU03815AYATC,27 Sep 2027,12.9412,77.5839,avsbangalore@gmail.com,9916176000,0,3045,4036,4
102,SUDHA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"Virakthamath Galli, Mangalwarpeth, Dharwad-580001.",DHARWAD,DWR00262ALCOC,26 Apr 2026,15.461048,75.018703,shrikrishnanjavali8660@gmail.com,9243285966,0,Buliding Area(sq.ft):,,2
103,SIDDHAROODA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,WALMIKI CIRCLE HUNASAGI,,YDR00134AYCOC,21 Oct 2026,16.457706,76.523093,banashankaricb@gmail.com,9008806545,0,Buliding Area(sq.ft):,,4
104,AZAD CLINIC,Clinic/Polyclinic with Diagnostic Support,Ayurveda,"9th Ward, M P Prakash Nagar Road, Hospet",,BEL00287AYCDS,29 Nov 2026,15.27,76.39,sikcare@gmail.com,9886015418,0,1200,1000,1
105,M/s KEERTHI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,HUNASAGI ROAD KAKKERA,,YDR00136AYCOC,21 Oct 2026,16.386160,76.592525,dr.vishwamath33@gmail.com,7411369952,0,Buliding Area(sq.ft):,,4
106,SIDDHASHREE DIAGNOSTICS,Medical Diagnostic Laboratory,Allopathy,"SHIDDHASHREE COMPLEX, SIDDHA ROAD, KABBUR TQ.CHIKKODI DT.BELAGAVI-591222",BELAGAVI,BLG00277ALMDL,16 May 2026,16.3484012,74.722352,sangusuji143@gmail.com,8880249465,0,132,132,2
107,MS ENT CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"110/9, LALBAGH MAIN ROAD,",,BLU03795ALCOC,21 Sep 2027,12.9565922,77.58584740,msentcentre@gmail.com,9341241262,0,900,600,1
108,HEALTH BLOOM POLY CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"No.795, 4th Main, BEML Layout, Thubarahalli, Bangalore -560066",BANGALORE,BLU02416ALCDS,24 Sep 2026,12.57368,77.43076,info@healthbloompolyclinics.com,9741333222,0,Buliding Area(sq.ft):,,4
109,V CARE DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"NEAR OLD POST OFFICE, BESIDE SBI ATM, MAIN ROAD, COWL BAZAAR, BALLARI",BALLARI,BEL00348ALMDL,13 Jun 2027,15.13826,76.90469,khazimusa217@gmail.com,9113595562,0,Buliding Area(sq.ft):,,2
110,KANDAGAL DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"9th WARD, OPP GOVERNMENT HOSPITAL, KAMPLI, BELLARY",,BEL00159ALMDL,16 Apr 2026,15.405995,76.603430,kshivakumar250@gmail.com,9008575625,0,131,118,1
111,SRI SAI BALAJI DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"Srijas Kolachalam Towers Shop No G-12 Kolachalam compound, Near Danamma Hospital, Opp Old KSRTC Bus Stand",,BEL00265ALMDL,07 Sep 2026,15.14919,76.929508,sharandr123@gmail.com,9900994341,0,Buliding Area(sq.ft):,,2
112,SAHARA POLYCLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO 461 , 4TH CROSS , C .K NAGAR , ELECTRONIC CITY POST , BANGALORE -560100",BANGALORE,BLU02482ALCOC,10 Oct 2026,12.86,77.96,Phone:,9901278307,0,Buliding Area(sq.ft):,,4
113,AMRITHA POLYCLINIC AND DIAGNOSTICS,Clinic/Polyclinic Only Consultation,Allopathy,PREMAVATHI BUILDING BALMATTA MANGALORE,MANGALORE,DKA00493ALCOC,04 Jul 2026,12.9141,74.85,vikrampai12@gmail.com,9449773883,0,2000,2000,1
114,Nnimma Polyclinic,Clinic/Polyclinic with Diagnostic Support,Allopathy,"39/1, BM Highway, Kengeri, Bangalore",BANGALORE,BLU06342ALCDS,03 Jan 2029,12.912592,77.485489,kannnapur@gmail.com,9599225379,0,Buliding Area(sq.ft):,,2
115,SRI VIJAYLAXMI SAIDAPUR HOSPITAL,Hospital (Level 1B),Allopathy,AMAR LAYOUT YADAGIRI,,YDR00119ALH1B,22 Sep 2026,16.753317,77.135022,neelortho@rediffmail.com,8217373146,10,Buliding Area(sq.ft):,,4
116,FLOSS & GLOSS DENTAL CARE,Dental Lab or Clinic,Allopathy,"SHOP NO 4, NO 675, LAKSHMI NILAYA, K R PURAM NEW EXTENSION, GOVERNMENT COLLEGE ROAD, K R PURAM (PO),",,BLU08195ALDEN,14 Jul 2029,13.012343,77.696723,ayeshasariya@gmail.com,8867466480,0,200,,1
117,shekar eye hospital a unit of varasiddi hospitals,Clinic/Polyclinic with Observation,Allopathy,"#633, 100 Feet Ring Road JP Nagar 3rd Phase ,",,BLU01689ALCWO,22 Mar 2026,12.906,77.5959,crr@shekareyehospital.com,9148147173,0,10645,12000,2
118,SHRI DHANAVANTRI CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO 397/ 27 , 2ND MAIN , KAVIKA LAYOUT , DEEPANJALI NAGAR , BANGALORE-560026",BANGALORE,BLU02491ALCOC,15 Oct 2026,12.36,77.15,mvijayalakshmi050@gmail.com,9448702763,0,Buliding Area(sq.ft):,,4
119,MARKANDEYA CHILD CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"#1284,GENERAL HOSPITAL ROAD,NEHRU NAGAR,MANDYA.",MANDYA,MAN00264ALCWD,31 Jan 2028,12.52,76.89,drharishs1985@gmail.com,9448025752,0,150,100,4
120,Shri Sai Clinic,Clinic/Polyclinic Only Consultation,Homeopathy,"Jalalpur Road, Raibag",,BLG01592HOCOC,21 Dec 2028,16.497936,74.7752,atharvchougale50@gmail.com,9741622777,0,858,700,1
121,MAHANANDA SPECIALITY CLINIC,Clinic/Polyclinic with Observation,Allopathy,"Aditi Apartments, Plot No. 2369 Flat No.17, Ground Floor Opposite Mahantesh Nagar Bus Stop, Mahantesh Nagar, Belagavi-590017 Tq/Dt. Belagavi",BELAGAVI,BLG00464ALCWO,01 Nov 2026,15.8735,74.5350,drshivamulakuri@gmail.com,8123184152,0,1200,1200,2
122,ISHAAN SPINE ORTHOPAEDICS AND TRAUMA HOSPITAL,Hospital (Level 1B),Allopathy,"NO.80, 1ST CROSS, 2ND MAIN, VYSYA BANK COLONY, BTM 2ND STAGE, BANGALORE-560076.",BANGALORE,BLU03027ALH1B,16 Feb 2027,12.9083,77.6051,subodhamshetty@gmail.com,9880368966,25,Buliding Area(sq.ft):,,4
123,Nagabhushana Hospital,Hospital (Level 2),Allopathy,"Near SBI, B.H Road, Arsikere",,HSN00053ALHL2,25 Aug 2026,14.4334,76.3443,drnagabhushan@ymail.com,9448156415,50,Buliding Area(sq.ft):,,1
124,SHUBHA CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,"OPP. GOVT HOSPITAL, TEMPLE ROAD, BELUR",,HSN00131HOCOC,22 Mar 2027,13.009711,76.102898,santublr@gmail.com,9448836222,0,155,150,2
125,GOPALA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO 11, PARK ROAD, SRINAGAR,BANGALORE-560050",BANGALORE,BLU03359ALCOC,15 May 2027,12.917,77.683,YOGANANDADIAG@GMAIL.COM,9880061180,0,300,250,4
126,CHILDREN CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,DR RAJESHRI R ANAGOL CHILDREN CLINIC PANCHAVATI COMPLEX KONWAL GALLI SHIVAJI ROAD BELAGAVI,BELAGAVI,BLG02590ALCOC,28 Oct 2029,15.85451,74.51117,rajashrianagol1969@gmail.com,9448157444,0,138,,2
127,SRI RAGHAVENDRA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,RAJMAHAL COMPLEX KUDIGE ROAD MULLUSOGE KUSHALNAGAR,,KDG00147ALCOC,13 Oct 2027,12.465709,75.963402,charanspandan09@gmail.com,7019283821,0,400,700,1
128,BALAJI DIAGNOSTIC LABORATORY,Medical Diagnostic Laboratory,Allopathy,OPPOSITE KARNATAKA GRUHAMANDALI KUNIGAL MAIN ROAD GULURU HOBLI TUMKUR TALUK TUMKUR DISTRICT 572118,,TMK00928ALMDL,11 Dec 2029,13.2925172,77.0913282,kirankumarkumar946@gmail.com,9901426356,0,400,400,4
129,VOLVO GROUP INDIA PRIVATE LIMITED OCCUPATIONAL HEALTH CENTER,Clinic/Polyclinic with Dispensary,Allopathy,"Yalachahally, Tavarekere Post, Hosakote, Bangalore - 562122",BANGALORE,BLR00544ALCWD,11 Jul 2029,13.128395,77.91735,mahadesh.tumkur@volvo.com,9900195379,0,Buliding Area(sq.ft):,,2
130,POPULAR HOSPITAL AND MEDICAL STORE,Hospital (Level 1A),Allopathy,"NO.298.299,SINGASANDRA,HOSUR ROA,BENGALORE-560068",,BLU00437ALH1A,27 Jul 2025,17.34,77.98,ananthbm78@gmail.com,9448462618,20,Buliding Area(sq.ft):,,1
131,DHANVANTARI CLINICAL LABAROTARY,Medical Diagnostic Laboratory,Ayurveda,KERUR,,BGK00543AYMDL,12 Feb 2028,15.543816,75.953652,veereshbhavi123@gmail.com,8095050417,0,Buliding Area(sq.ft):,,4
132,Anand Clinic & Diagnostic Lab,Clinic/Polyclinic with Diagnostic Support,Allopathy,"opp New bus Stand,Behind Lic office ,Kote Road,Channarayapatna",,HSN00129ALCDS,16 Mar 2027,12.904400,76.386120,ayuraan@gmail.com,9164010666,0,850,850,2
133,Chaitra Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"#14, Near Metagalli Bus Stop, Metagalli",,MYS01704ALCOC,24 Jun 2030,12.34759,76.63234,pruthula.m@gmail.com,9901311815,0,Buliding Area(sq.ft):,,1
134,R R HEALTH CARE,Clinic/Polyclinic Only Consultation,Ayurveda,"V MANCHANAHALLI, KALLUBALU CROSS JIGANI HAROHALLI MAIN ROAD ANEKAL TALUK BANGALORE-560105",BANGALORE,BLU03573AYCOC,09 Aug 2027,12.597,76.4042,scpchakkalakkal@gmail.com,7907431220,0,Buliding Area(sq.ft):,,4
135,S.K. Diagnostic and Scan center,Medical Diagnostic Laboratory,Allopathy,"NO. 163,5th Cross, RHB Colony, Mahadevapura",,BLU01806ALMDL,13 Apr 2026,18.2,77.4,Skdiagnostic131@gmail.com,9535530936,0,Buliding Area(sq.ft):,,2
136,DR MOURYA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"#2954, CHIGURU NILAYA, ASHOK NAGAR, MANDYA",MANDYA,MAN00085ALCOC,19 Feb 2026,12.5227,76.8979,mouryabha@gmail.com,9164524344,0,2000,1500,1
137,ACQUITY LABS PRIVATE LIMITED,Medical Diagnostic Laboratory,Allopathy,"No 515, 4th Main 1st stage, 4th Block HBR layout Kalyan Nagar Post, Bengaluru",BENGALURU,BLU03037ALMDL,20 Feb 2027,13.035338,77.629084,hanumantagoudab@cloudninecare.com,7259922398,0,4333,8667,4
138,SPANDANA HOSPITAL,Clinic/Polyclinic with Dispensary,Allopathy,"BASAVSHWARA NAGAR, 18TH CROSS, A BLOCK, HAVERI",HAVERI,HVR00245ALCWD,15 Nov 2026,14.79,75.39,santoshgudigeri@gmail.com,9480131242,0,2679,1143,2
139,NEXT GEN DNA LAB PVT LTD,Clinic/Polyclinic with Diagnostic Support,Allopathy,"# 19,1ST MAIN,SHREYAS COLONY,GOURAVANAGAR, J P NAGAR ,7TH PHASE ,BENALORE-560078",,BLU01211ALCDS,03 Dec 2025,12.90,77.58,drahwin7@gmail.com,9741783141,0,Buliding Area(sq.ft):,,1
140,H K D E T RAJA RAJESHWARI AYURVEDIC MEDICAL COLLEGE AND HOSPITAL,Hospital (Level 4)(Teaching),Ayurveda,VEERBHADRA GIRI NH 65 NEAR SINDANKERA CROSS HUMNABAD,,BDR00114AYHL4,16 Mar 2027,17.76,77.13,hkdetramc@gmail.com,9986790687,0,174240,174240,4
141,Dr. Afnas Time Two Smile Dental Lounge & Root Canal Centre,Dental Lab or Clinic,Allopathy,"No. 22, Novena Arcade Building, 1st Main, Brindavan Layout, Muthsandra Main Road, Sorahunase, Varthur , Bangalore",BANGALORE,BLU01617ALDEN,04 Mar 2026,12.93,77.74,dr.afna@time2smile.in,9686409104,0,Buliding Area(sq.ft):,,2
142,SHIVANAGA SUPER SPECIALITY DENTAL CLINIC,Dental Lab or Clinic,Allopathy,GANGA COMPLEX TALUK OFFICE ROAD TURUVEKERE TOWN,,TMK00112ALDEN,04 Mar 2026,13.660,76.440,chethan.shivanaga@gmail.com,8197643430,0,Buliding Area(sq.ft):,,1
143,JIYA HEALTH CARE,Clinic/Polyclinic Only Consultation,Ayurveda,NEAR KAVERI GRAMINA BANK HOSAHALLI SASALU HOBLI DODDABALLAPUR BANGALORE RURAL,BANGALORE,BLR00504AYCOC,11 Mar 2029,13.295714,77.536392,jithinb4you@gmail.com,8884188624,0,Buliding Area(sq.ft):,,4
144,DEEPAK CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,BASAVANAGUDI BEEEDI NEAR PANCHAYATH MAHADEVAPURA SRIRANGAPATNA TQ MANDYA,MANDYA,MAN00143AYCWD,30 May 2026,12.3949,76.7771809,ummesalma121995@gmail.com,9620865470,0,Buliding Area(sq.ft):,,2
145,APPIAH PRABHU CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,CHANNAKESHAVA TEMPLE ROAD BELUR HASSAN DIST,HASSAN,HSN00480ALCOC,09 Jan 2030,13.1639436,75.8637005,rajaramkinim@gmail.com,9480101050,0,1200,600,1
146,VENKATESHWAR CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,SHIVPURE GALLI HUMNABAD,,BDR00151ALCOC,12 Jun 2027,17.76,77.13,mandapapareddy@gmail.com,9448116822,0,1200,1200,4
147,DESAI HOSPITAL,Hospital (Level 2),Allopathy,"VIVEKANAND NAGAR, STATION ROAD,INDI- 586 209",,BIJ00366ALHL2,22 Jan 2027,7557181188,17103026,Phone:,7204576372,10,Buliding Area(sq.ft):,,2
148,NAMMA HOMEOPATHY UNIT OF NAMMA VAIDYASHALA PVT LTD,Clinic/Polyclinic Only Consultation,Homeopathy,"#2842, GROUND FLOOR, ASHIRWAD COMPLEX, BESIDE SAMADEVI TEMPLE, SAMYUKTH MAHARASHRTA CHOWK, KHADE BAZAR BELAGAVI",BELAGAVI,BLG00320HOCOC,25 Jul 2026,15.86,74.51,drvishwas04@gmail.com,9739810338,0,Buliding Area(sq.ft):,,1
149,SOMAYAJI HOSPITAL,Hospital (Level 1A),Allopathy,"P.O JODUMARGA ,BANTWAL TQ,D.K,KARNATAKA,574219",,DKA01224ALH1A,08 Sep 2027,12.883433,75.031594,Phone:,9448409493,38,11000,11000,4
150,KEDAR HOSPITAL,Hospital (Level 2),Allopathy,2964/1 SHASTRI NAGAR B.K.KANGRALI TQ and DT BELAGAVI,BELAGAVI,BLG00267ALHL2,19 Mar 2026,55,60,Phone:,9986789975,5,Buliding Area(sq.ft):,,2
151,N.M. HIREMATH CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,KADAMPUR RC SHIGIKERI CROSS BAGALKOT,,BGK00172AYCOC,10 Oct 2026,16.0808,75.3731,mallinath.21@gmail.com,7483386127,0,150,100,1
152,CHIKISTA DIAGNOSTICS,Diagnostic Imaging Centre,Allopathy,BEHIND NEW TOWN POLICE STATION GURU NANAK LAYOUT BIDAR,BIDAR,BDR00100ALDIC,21 Jan 2027,17.92,77.51,cdbidar@gmail.com,9449833343,0,2400,2400,2
153,SHREE HEALTH CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,SOMAVARPET BANAHATTI,,BGK00089ALCOC,16 Mar 2026,16.477345,75.109940,drkhamitkarsr@gmail.com,9343001701,0,Buliding Area(sq.ft):,,1
154,Shree Manjunatha Kids Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"#777, Opp.Vasudeva Department Store, 60Ft Main Road, M.E,L Layout, Bangalore",BANGALORE,BLU04986ALCOC,05 Jul 2028,13.04,77.50,shreemanjunathaclinic@gmail.com,9741709308,0,Buliding Area(sq.ft):,,2
155,PATIL SCAN CENTER,Diagnostic Imaging Centre,Allopathy,"ATNOOR PATIL COMPLEX, MAIN ROAD AFZLPUR TQ. AFZALPUR DIST.KALABURAGI-585301",KALABURAGI,GLB01009ALDIC,25 Mar 2029,17.2014638,76.355077,drgurupatil@gmail.com,8660564005,0,1200,600,1
156,J F CLINICAL LABORATORY,Medical Diagnostic Laboratory,Allopathy,LINGADAHALLI VILLAGE PAVAGADA TALUK TUMKUR DISTRICT,,TMK00370ALMDL,26 May 2027,13.5966,75.8461,junaidjun332@gmail.com,8050046554,0,Buliding Area(sq.ft):,,4
157,Swathi Dental Clinic,Dental Lab or Clinic,Allopathy,"No.101, 3rd Cross, UAS Layout, Sanjaynagar, Near NTI Bus stop, Bengaluru-560094",BENGALURU,BLU01652ALDEN,11 Mar 2026,13.03,77.58,drsrividya5@gmail.com,9742421717,0,Buliding Area(sq.ft):,,2
158,SAI VIJAY CT SCAN AND DIAGNOSTIC CENTRE,Diagnostic Imaging Centre,Allopathy,"GROUND FLOOR SHOP NO.G-4, G-5 CTS NO-216/1, SANRAYS SQUARE SARAF COLONY KHANAPUR ROAD BELAGAVI-590006",BELAGAVI,BLG00655ALDIC,14 Mar 2027,15.836097,74.506652,saivijayscan@gmail.com,9483549835,0,1444,1444,4
159,GURUNATHA HEALTH CARE,AYUSH Therapy Centre,Ayurveda,"60ft Road, Near Police Chowki, Vinobhanagar, Shimoga.",,SMG00225AYATC,19 Jul 2027,13.949358,75.560660,drprabhudevayb@gmail.com,6360415860,0,Buliding Area(sq.ft):,,1
160,MS Clinic Diagnostic and Scan Centre,Clinic/Polyclinic with Diagnostic Support,Allopathy,"No.619 , Whitefield Main Rd, Bengaluru, Karnataka 560066",BENGALURU,BLU02100ALCDS,13 Jul 2026,12.9702990,77.75021495,drmeerziauddin@yahoo.com,9243448479,0,Buliding Area(sq.ft):,,2
161,Nishka Healthcare,Hospital (Level 1B),Allopathy,"#105, Muthanallur Cross, Chandapura Road, Dommasandra, Sarjapura Hobli . Anekal Taluk ,,Bengaluru,562125",BENGALURU,BLU02979ALH1B,02 Feb 2027,12.36,77.85,raghu2350@gmail.com,9980039692,28,Buliding Area(sq.ft):,,4
162,S B MEDICAL CENTRE,Hospital (Level 1A),Allopathy,# 14 LAHOTI ENCLAVE STATION ROAD KALABURAGI-585102,KALABURAGI,GLB00331ALH1A,20 Sep 2026,17.324073,76.832714,drsangramb@yahoo.com,9844051975,10,1200,1000,1
163,AAROGYA DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"12-11-9,10,11, GARALDINNI COMPLEX, OPP SNT THEATER, LINGASGUR ROAD",,RCR00067ALMDL,15 Mar 2027,16.20,77.35,aarogyadiagnosticrcr@gmail.com,7019651373,0,Buliding Area(sq.ft):,1365,2
164,SRI DURGA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"""SUDHANWA"", VYAVASAYA SEVA SAHAKARA SANGA, OPP. POLICE STATION, PUNJALKATTE",,DKA00105AYCWD,09 Nov 2025,12.9502,75.1735,harry.dms@gmail.com,9535439132,0,Buliding Area(sq.ft):,,4
165,AMAR CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"#114, 1ST MAIN, 1ST STAGE, 3RD PHASE, WOC ROAD, MANJUNATHA NAGAR, BANGALORE-560010.",BANGALORE,BLU01194ALCOC,29 Nov 2025,12.9982,77.5530,rgaddi211@gmail.com,7760687897,0,Buliding Area(sq.ft):,,1
166,PUNIT NURSING HOME,Hospital (Level 1A),Allopathy,OPP KEB P B ROAD RANEBENNUR DIST HAVERI,HAVERI,HVR00255ALH1A,08 Dec 2026,14.6132170,75.6356489,drvikas08@gmail.com,9845183936,8,Buliding Area(sq.ft):,2354,2
167,CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,FARANGIPET,,DKA00277ALCWD,08 Feb 2026,12.8195979,74.8594289,dradappa@gmail.com,9845304523,0,1375,,4
168,CITY MULTISPECIALTY CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"N.T.Road, Opp MRF Showroom, Shimoga.",,SMG00088ALCWD,23 Nov 2026,13.924589,75.569784,dr.darshanam@gmail.com,9741232686,0,Buliding Area(sq.ft):,,1
169,SRI GAVISIDDESHWARA HOSPITAL,Hospital (Level 1A),Allopathy,BAPPUR CROSS OPP HDFC BANK KUSHTAGI ROAD SINDHANUR,,RCR00026ALH1A,27 May 2026,18.387000,76.580925,sharanureddy92@gmail.com,9916125030,10,Buliding Area(sq.ft):,,2
170,ZAHRA DENTAL CLINIC,Dental Lab or Clinic,Allopathy,"JANAKI DHAMA BUILDING, KAMBLA CROSS ROAD, KUDROLI , MANGALORE",MANGALORE,DKA00198ALDEN,20 Jan 2026,12.87,74.83,zahradental77@gmail.com,8073842663,0,250,500,4
171,HCG CANCER CENTRE KALABURAGI A Unit of Healthcare Global Enterprises Ltd,Hospital (Level 1A),Allopathy,"NO.1,10/A KHUBA PLOT, STATION ROAD, KALABURAGI-585102",KALABURAGI,GLB00116ALH1A,15 Jan 2026,17.3255221,76.83169,infogulbarga@hcgoncology.com,9845162003,50,11500,11000,1
172,Adarsha Clinical Laboratory,Medical Diagnostic Laboratory,Allopathy,"Krishna Complex, Opp Ashwini Nursing Home, B.H.Road, Arsikere, Hassan District-573103",HASSAN,HSN00206ALMDL,28 Jul 2027,13.3134,76.2566,jaganrai91@gmail.com,9620408858,0,900,750,2
173,GAGAN CHILDRENS HOSPITAL,Clinic/Polyclinic Only Consultation,Allopathy,OPPOSITE JUNIOR COLLEGE THAIR MAIDAN HUMNABAD,,BDR00023ALCOC,07 Feb 2026,17.76,77.13,vishwasaineer@gmail.com,9920022343,0,900,900,4
174,SANGAMESHWAR CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"K. E. B COLONY, NEAR HANUMAN TEMPLE SEDAM TQ. SEDAM DIST.KALABURAGI-585222",KALABURAGI,GLB00325AYCOC,08 Sep 2026,17.1764915,77.2786022,bhimreddyraj143@gmil.com,9591634281,0,1200,1000,1
175,SAGAR MATERNITY HOME,Hospital (Level 1A),Allopathy,"NO.1165/7B, AIWAN-E-SHAHI ROAD, KALABURAGI-",KALABURAGI,GLB00324ALH1A,06 Sep 2026,17.31,76.83,drarathisharma@gamil.com,9342240803,10,1894,1180,2
176,SHANTHI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"SHANTHI CLINIC NAZARBAD MAIN ROAD, NAZARBAD, MYSORE",MYSORE,MYS00373AYCOC,09 Mar 2027,12.3106,76.6632,drshanthiclinic@gmail.com,9008948159,0,Buliding Area(sq.ft):,,4
177,Nidaghatta clinic,Clinic/Polyclinic with Dispensary,Ayurveda,"Nidaghatta village, bazar street, Maddur taluk.",,MAN00025AYCWD,10 Jan 2026,12.6201,77.0930,Phone:,9845901036,0,120,,1
178,ALMIGHTY DIAGNOSTICS CENTRE,Medical Diagnostic Laboratory,Allopathy,"Shop No. 1007/1A, Begur New Mico Layout, 16th Cross, Hongasandra, Bangalore - 560068",BANGALORE,BLU02167ALMDL,09 Aug 2026,12.88,77.63,almightydiagnostics@gmail.com,9035099991,0,Buliding Area(sq.ft):,,2
179,My Dentist Centre For Complete Dental & Implant care,Dental Lab or Clinic,Allopathy,"#9, 23rd Main, 50ft Road Muneshwara block, Girinagar",,BLU07457ALDEN,22 Apr 2029,12.942978,77.545161,mydentist32@gmail.com,9886616680,0,350,,4
180,SKY MEDICAL CORPORATION,Clinic/Polyclinic with Diagnostic Support,Allopathy,"No..183, Sri Sai Harsha Towers, 2nd floor, Whitefield, Bengaluru - 560066",BENGALURU,BLU01218ALCDS,03 Dec 2025,12.96,77.75,ashwin.daware@skymedical.in,9900163535,0,1400,900,1
181,JANAPRIYA NURSING HOME,Hospital (Level 1A),Allopathy,"KITTANAHALLI OPP. PANCHAYATH DASANAPURA HOBLI, BANGALORE NORTH -562130",BANGALORE,BLU02195ALH1A,13 Aug 2026,12.80,77.56,janapriyahospital@gmail.com,9740911158,10,Buliding Area(sq.ft):,,2
182,SHRIKIRAN KID CARE CENTRE,Clinic/Polyclinic with Observation,Allopathy,"ALMASJID BUILDING, ASHOKA ROAD , SAKLESHPUR",,HSN00186ALCWO,06 Jun 2027,12.9442,75.7866,ashkacharya@gmail.com,9448237971,0,Buliding Area(sq.ft):,,4
183,Shri Siddeshwara Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,"Salpeth, Ilakal",,BGK00061AYCWD,28 Jan 2026,15.9614,76.11293,Phone:,0,0,Buliding Area(sq.ft):,,1
