data_type,district_id,district_name,district_iso_code,state,state_iso_code,facility_type,facility_name,latitude,longitude,phone,address,specialization,degree,council,system_of_medicine,description
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3921,,Modern Medicine,Modern Medicine degree #45
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3922,,Modern Medicine,Modern Medicine degree #46
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3925,,Modern Medicine,Modern Medicine degree #47
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3929,,Modern Medicine,Modern Medicine degree #48
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3930,,Modern Medicine,Modern Medicine degree #49
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3938,,Modern Medicine,Modern Medicine degree #50
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3943,,Modern Medicine,Modern Medicine degree #51
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3944,,Modern Medicine,Modern Medicine degree #52
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3946,,Modern Medicine,Modern Medicine degree #53
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3948,,Modern Medicine,Modern Medicine degree #54
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3954,,Modern Medicine,Modern Medicine degree #55
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3955,,Modern Medicine,Modern Medicine degree #56
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3957,,Modern Medicine,Modern Medicine degree #57
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,3961,,Modern Medicine,Modern Medicine degree #58
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4021,,Modern Medicine,Modern Medicine degree #59
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4031,,Modern Medicine,Modern Medicine degree #60
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4032,,Modern Medicine,Modern Medicine degree #61
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4034,,Modern Medicine,Modern Medicine degree #62
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4036,,Modern Medicine,Modern Medicine degree #63
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4038,,Modern Medicine,Modern Medicine degree #64
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4039,,Modern Medicine,Modern Medicine degree #65
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4045,,Modern Medicine,Modern Medicine degree #66
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4053,,Modern Medicine,Modern Medicine degree #67
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4056,,Modern Medicine,Modern Medicine degree #68
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4060,,Modern Medicine,Modern Medicine degree #69
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4061,,Modern Medicine,Modern Medicine degree #70
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4065,,Modern Medicine,Modern Medicine degree #71
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4068,,Modern Medicine,Modern Medicine degree #72
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4095,,Modern Medicine,Modern Medicine degree #73
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4096,,Modern Medicine,Modern Medicine degree #74
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4097,,Modern Medicine,Modern Medicine degree #75
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4098,,Modern Medicine,Modern Medicine degree #76
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4099,,Modern Medicine,Modern Medicine degree #77
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4101,,Modern Medicine,Modern Medicine degree #78
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4102,,Modern Medicine,Modern Medicine degree #79
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4103,,Modern Medicine,Modern Medicine degree #80
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4104,,Modern Medicine,Modern Medicine degree #81
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4105,,Modern Medicine,Modern Medicine degree #82
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4108,,Modern Medicine,Modern Medicine degree #83
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4109,,Modern Medicine,Modern Medicine degree #84
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4111,,Modern Medicine,Modern Medicine degree #85
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4112,,Modern Medicine,Modern Medicine degree #86
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4114,,Modern Medicine,Modern Medicine degree #87
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4118,,Modern Medicine,Modern Medicine degree #88
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4123,,Modern Medicine,Modern Medicine degree #89
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4125,,Modern Medicine,Modern Medicine degree #90
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4126,,Modern Medicine,Modern Medicine degree #91
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4127,,Modern Medicine,Modern Medicine degree #92
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4128,,Modern Medicine,Modern Medicine degree #93
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4136,,Modern Medicine,Modern Medicine degree #94
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4138,,Modern Medicine,Modern Medicine degree #95
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4140,,Modern Medicine,Modern Medicine degree #96
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4141,,Modern Medicine,Modern Medicine degree #97
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4143,,Modern Medicine,Modern Medicine degree #98
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4144,,Modern Medicine,Modern Medicine degree #99
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4145,,Modern Medicine,Modern Medicine degree #100
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4146,,Modern Medicine,Modern Medicine degree #101
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4147,,Modern Medicine,Modern Medicine degree #102
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4149,,Modern Medicine,Modern Medicine degree #103
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4150,,Modern Medicine,Modern Medicine degree #104
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4151,,Modern Medicine,Modern Medicine degree #105
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4153,,Modern Medicine,Modern Medicine degree #106
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4154,,Modern Medicine,Modern Medicine degree #107
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4155,,Modern Medicine,Modern Medicine degree #108
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4346,,Modern Medicine,Modern Medicine degree #109
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4349,,Modern Medicine,Modern Medicine degree #110
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4352,,Modern Medicine,Modern Medicine degree #111
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4353,,Modern Medicine,Modern Medicine degree #112
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4354,,Modern Medicine,Modern Medicine degree #113
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4355,,Modern Medicine,Modern Medicine degree #114
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4356,,Modern Medicine,Modern Medicine degree #115
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4357,,Modern Medicine,Modern Medicine degree #116
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4358,,Modern Medicine,Modern Medicine degree #117
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4359,,Modern Medicine,Modern Medicine degree #118
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4360,,Modern Medicine,Modern Medicine degree #119
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4361,,Modern Medicine,Modern Medicine degree #120
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4362,,Modern Medicine,Modern Medicine degree #121
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4364,,Modern Medicine,Modern Medicine degree #122
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4365,,Modern Medicine,Modern Medicine degree #123
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4366,,Modern Medicine,Modern Medicine degree #124
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4367,,Modern Medicine,Modern Medicine degree #125
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4370,,Modern Medicine,Modern Medicine degree #126
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4371,,Modern Medicine,Modern Medicine degree #127
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4372,,Modern Medicine,Modern Medicine degree #128
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4373,,Modern Medicine,Modern Medicine degree #129
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4374,,Modern Medicine,Modern Medicine degree #130
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4375,,Modern Medicine,Modern Medicine degree #131
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4376,,Modern Medicine,Modern Medicine degree #132
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4377,,Modern Medicine,Modern Medicine degree #133
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4378,,Modern Medicine,Modern Medicine degree #134
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4379,,Modern Medicine,Modern Medicine degree #135
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4380,,Modern Medicine,Modern Medicine degree #136
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4381,,Modern Medicine,Modern Medicine degree #137
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4382,,Modern Medicine,Modern Medicine degree #138
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4383,,Modern Medicine,Modern Medicine degree #139
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4384,,Modern Medicine,Modern Medicine degree #140
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4385,,Modern Medicine,Modern Medicine degree #141
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4386,,Modern Medicine,Modern Medicine degree #142
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4387,,Modern Medicine,Modern Medicine degree #143
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4388,,Modern Medicine,Modern Medicine degree #144
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4389,,Modern Medicine,Modern Medicine degree #145
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4390,,Modern Medicine,Modern Medicine degree #146
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4392,,Modern Medicine,Modern Medicine degree #147
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4393,,Modern Medicine,Modern Medicine degree #148
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4394,,Modern Medicine,Modern Medicine degree #149
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4395,,Modern Medicine,Modern Medicine degree #150
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4396,,Modern Medicine,Modern Medicine degree #151
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4397,,Modern Medicine,Modern Medicine degree #152
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4398,,Modern Medicine,Modern Medicine degree #153
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4399,,Modern Medicine,Modern Medicine degree #154
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4400,,Modern Medicine,Modern Medicine degree #155
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4401,,Modern Medicine,Modern Medicine degree #156
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4402,,Modern Medicine,Modern Medicine degree #157
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4403,,Modern Medicine,Modern Medicine degree #158
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4404,,Modern Medicine,Modern Medicine degree #159
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4405,,Modern Medicine,Modern Medicine degree #160
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4406,,Modern Medicine,Modern Medicine degree #161
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4407,,Modern Medicine,Modern Medicine degree #162
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4408,,Modern Medicine,Modern Medicine degree #163
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4409,,Modern Medicine,Modern Medicine degree #164
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4410,,Modern Medicine,Modern Medicine degree #165
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4411,,Modern Medicine,Modern Medicine degree #166
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4412,,Modern Medicine,Modern Medicine degree #167
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4413,,Modern Medicine,Modern Medicine degree #168
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4415,,Modern Medicine,Modern Medicine degree #169
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4416,,Modern Medicine,Modern Medicine degree #170
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4417,,Modern Medicine,Modern Medicine degree #171
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4418,,Modern Medicine,Modern Medicine degree #172
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4426,,Modern Medicine,Modern Medicine degree #173
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4427,,Modern Medicine,Modern Medicine degree #174
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4428,,Modern Medicine,Modern Medicine degree #175
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4429,,Modern Medicine,Modern Medicine degree #176
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4431,,Modern Medicine,Modern Medicine degree #177
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4432,,Modern Medicine,Modern Medicine degree #178
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4434,,Modern Medicine,Modern Medicine degree #179
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4435,,Modern Medicine,Modern Medicine degree #180
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4436,,Modern Medicine,Modern Medicine degree #181
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4437,,Modern Medicine,Modern Medicine degree #182
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4438,,Modern Medicine,Modern Medicine degree #183
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4439,,Modern Medicine,Modern Medicine degree #184
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4440,,Modern Medicine,Modern Medicine degree #185
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4441,,Modern Medicine,Modern Medicine degree #186
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4442,,Modern Medicine,Modern Medicine degree #187
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4448,,Modern Medicine,Modern Medicine degree #188
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4449,,Modern Medicine,Modern Medicine degree #189
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4450,,Modern Medicine,Modern Medicine degree #190
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4451,,Modern Medicine,Modern Medicine degree #191
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4452,,Modern Medicine,Modern Medicine degree #192
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4454,,Modern Medicine,Modern Medicine degree #193
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4455,,Modern Medicine,Modern Medicine degree #194
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4457,,Modern Medicine,Modern Medicine degree #195
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4458,,Modern Medicine,Modern Medicine degree #196
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4460,,Modern Medicine,Modern Medicine degree #197
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4461,,Modern Medicine,Modern Medicine degree #198
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4462,,Modern Medicine,Modern Medicine degree #199
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4463,,Modern Medicine,Modern Medicine degree #200
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4464,,Modern Medicine,Modern Medicine degree #201
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4467,,Modern Medicine,Modern Medicine degree #202
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4468,,Modern Medicine,Modern Medicine degree #203
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4469,,Modern Medicine,Modern Medicine degree #204
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4470,,Modern Medicine,Modern Medicine degree #205
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4472,,Modern Medicine,Modern Medicine degree #206
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4474,,Modern Medicine,Modern Medicine degree #207
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4476,,Modern Medicine,Modern Medicine degree #208
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4477,,Modern Medicine,Modern Medicine degree #209
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4478,,Modern Medicine,Modern Medicine degree #210
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4479,,Modern Medicine,Modern Medicine degree #211
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4480,,Modern Medicine,Modern Medicine degree #212
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4481,,Modern Medicine,Modern Medicine degree #213
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4486,,Modern Medicine,Modern Medicine degree #214
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4487,,Modern Medicine,Modern Medicine degree #215
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4489,,Modern Medicine,Modern Medicine degree #216
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4490,,Modern Medicine,Modern Medicine degree #217
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4492,,Modern Medicine,Modern Medicine degree #218
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4493,,Modern Medicine,Modern Medicine degree #219
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4494,,Modern Medicine,Modern Medicine degree #220
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4496,,Modern Medicine,Modern Medicine degree #221
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4497,,Modern Medicine,Modern Medicine degree #222
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4500,,Modern Medicine,Modern Medicine degree #223
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4501,,Modern Medicine,Modern Medicine degree #224
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4503,,Modern Medicine,Modern Medicine degree #225
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4504,,Modern Medicine,Modern Medicine degree #226
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4505,,Modern Medicine,Modern Medicine degree #227
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4506,,Modern Medicine,Modern Medicine degree #228
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4507,,Modern Medicine,Modern Medicine degree #229
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4509,,Modern Medicine,Modern Medicine degree #230
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4510,,Modern Medicine,Modern Medicine degree #231
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4511,,Modern Medicine,Modern Medicine degree #232
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4512,,Modern Medicine,Modern Medicine degree #233
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4513,,Modern Medicine,Modern Medicine degree #234
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4515,,Modern Medicine,Modern Medicine degree #235
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4517,,Modern Medicine,Modern Medicine degree #236
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4518,,Modern Medicine,Modern Medicine degree #237
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4519,,Modern Medicine,Modern Medicine degree #238
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4521,,Modern Medicine,Modern Medicine degree #239
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4522,,Modern Medicine,Modern Medicine degree #240
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4524,,Modern Medicine,Modern Medicine degree #241
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4525,,Modern Medicine,Modern Medicine degree #242
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4526,,Modern Medicine,Modern Medicine degree #243
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4527,,Modern Medicine,Modern Medicine degree #244
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4528,,Modern Medicine,Modern Medicine degree #245
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4529,,Modern Medicine,Modern Medicine degree #246
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4531,,Modern Medicine,Modern Medicine degree #247
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4532,,Modern Medicine,Modern Medicine degree #248
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4533,,Modern Medicine,Modern Medicine degree #249
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4534,,Modern Medicine,Modern Medicine degree #250
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4535,,Modern Medicine,Modern Medicine degree #251
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4537,,Modern Medicine,Modern Medicine degree #252
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4538,,Modern Medicine,Modern Medicine degree #253
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4539,,Modern Medicine,Modern Medicine degree #254
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4540,,Modern Medicine,Modern Medicine degree #255
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4542,,Modern Medicine,Modern Medicine degree #256
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4544,,Modern Medicine,Modern Medicine degree #257
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4545,,Modern Medicine,Modern Medicine degree #258
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4546,,Modern Medicine,Modern Medicine degree #259
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4548,,Modern Medicine,Modern Medicine degree #260
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4549,,Modern Medicine,Modern Medicine degree #261
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4551,,Modern Medicine,Modern Medicine degree #262
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4552,,Modern Medicine,Modern Medicine degree #263
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4557,,Modern Medicine,Modern Medicine degree #264
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4561,,Modern Medicine,Modern Medicine degree #265
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4563,,Modern Medicine,Modern Medicine degree #266
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4564,,Modern Medicine,Modern Medicine degree #267
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4565,,Modern Medicine,Modern Medicine degree #268
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4567,,Modern Medicine,Modern Medicine degree #269
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4568,,Modern Medicine,Modern Medicine degree #270
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4570,,Modern Medicine,Modern Medicine degree #271
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4571,,Modern Medicine,Modern Medicine degree #272
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4572,,Modern Medicine,Modern Medicine degree #273
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4573,,Modern Medicine,Modern Medicine degree #274
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4574,,Modern Medicine,Modern Medicine degree #275
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4575,,Modern Medicine,Modern Medicine degree #276
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4577,,Modern Medicine,Modern Medicine degree #277
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4578,,Modern Medicine,Modern Medicine degree #278
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4579,,Modern Medicine,Modern Medicine degree #279
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4581,,Modern Medicine,Modern Medicine degree #280
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4582,,Modern Medicine,Modern Medicine degree #281
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4584,,Modern Medicine,Modern Medicine degree #282
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4585,,Modern Medicine,Modern Medicine degree #283
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4586,,Modern Medicine,Modern Medicine degree #284
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4587,,Modern Medicine,Modern Medicine degree #285
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4588,,Modern Medicine,Modern Medicine degree #286
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4589,,Modern Medicine,Modern Medicine degree #287
DEGREE_REFERENCE,,,,KARNATAKA,29,,,,,,,,4590,,Modern Medicine,Modern Medicine degree #288
