establishment_id,establishment_name,certificate_name,expiry_date
89,TANMAY Diagnostic Center,Floor Plans,
89,TANMAY Diagnostic Center,Front View Photograph,
89,TANMAY Diagnostic Center,Occupancy Certificate,
89,TANMAY Diagnostic Center,Fire Safety Certificate,
89,TANMAY Diagnostic Center,PCB Certificate,
90,SRI ASHIRVADA CHILDRENS CLINIC,Floor Plans,
90,SRI ASHIRVADA CHILDRENS CLINIC,Front View Photograph,
90,SRI ASHIRVADA CHILDRENS CLINIC,Occupancy Certificate,
90,SRI ASHIRVADA CHILDRENS CLINIC,Fire Safety Certificate,
90,SRI ASHIRVADA CHILDRENS CLINIC,PCB Certificate,
91,SANJEEVINI HEALTH CARE,Floor Plans,
91,SANJEEVINI HEALTH CARE,Front View Photograph,
91,SANJEEVINI HEALTH CARE,Occupancy Certificate,
91,SANJEEVINI HEALTH CARE,Fire Safety Certificate,
91,SANJEEVINI HEALTH CARE,PCB Certificate,
92,SRI KRISHNA HOSPITAL MATERNITY AND NURSING HOME,Floor Plans,
92,SRI KRISHNA HOSPITAL MATERNITY AND NURSING HOME,Front View Photograph,
92,SRI KRISHNA HOSPITAL MATERNITY AND NURSING HOME,Occupancy Certificate,
92,SRI KRISHNA HOSPITAL MATERNITY AND NURSING HOME,Fire Safety Certificate,01/09/2026
92,SRI KRISHNA HOSPITAL MATERNITY AND NURSING HOME,PCB Certificate,01/09/2023
93,Sri Sai Nethralaya Eye Clinic & Opticals,PCB Certificate,
93,Sri Sai Nethralaya Eye Clinic & Opticals,Occupancy Certificate,
93,Sri Sai Nethralaya Eye Clinic & Opticals,Front View Photograph,
93,Sri Sai Nethralaya Eye Clinic & Opticals,Floor Plans,
93,Sri Sai Nethralaya Eye Clinic & Opticals,Fire Safety Certificate,
94,Bhanavi Clinic,Occupancy Certificate,
94,Bhanavi Clinic,PCB Certificate,31/12/2030
94,Bhanavi Clinic,Floor Plans,
94,Bhanavi Clinic,Front View Photograph,
94,Bhanavi Clinic,Fire Safety Certificate,
95,Vedika Clinic Medicals,Floor Plans,
95,Vedika Clinic Medicals,Front View Photograph,
95,Vedika Clinic Medicals,Occupancy Certificate,
95,Vedika Clinic Medicals,Fire Safety Certificate,
95,Vedika Clinic Medicals,PCB Certificate,
96,Sadashivaram Specialist clinic and Laboratory,Front View Photograph,
96,Sadashivaram Specialist clinic and Laboratory,Floor Plans,
96,Sadashivaram Specialist clinic and Laboratory,PCB Certificate,28/02/2022
96,Sadashivaram Specialist clinic and Laboratory,Fire Safety Certificate,28/02/2022
96,Sadashivaram Specialist clinic and Laboratory,Occupancy Certificate,
98,GURU RAYA POLYCLINIC,PCB Certificate,
98,GURU RAYA POLYCLINIC,Front View Photograph,
98,GURU RAYA POLYCLINIC,Fire Safety Certificate,
98,GURU RAYA POLYCLINIC,Occupancy Certificate,
98,GURU RAYA POLYCLINIC,Floor Plans,
97,Sanjeevini Multi Speciality Hospital,Floor Plans,
97,Sanjeevini Multi Speciality Hospital,Front View Photograph,
97,Sanjeevini Multi Speciality Hospital,Occupancy Certificate,
97,Sanjeevini Multi Speciality Hospital,Fire Safety Certificate,
97,Sanjeevini Multi Speciality Hospital,PCB Certificate,
100,TEATREE HEALTHCARE PVT LTD,PCB Certificate,
100,TEATREE HEALTHCARE PVT LTD,Fire Safety Certificate,07/05/2022
100,TEATREE HEALTHCARE PVT LTD,Floor Plans,
100,TEATREE HEALTHCARE PVT LTD,Occupancy Certificate,
100,TEATREE HEALTHCARE PVT LTD,Front View Photograph,
99,lakshmimaternity and surgical center,Floor Plans,
99,lakshmimaternity and surgical center,Front View Photograph,
99,lakshmimaternity and surgical center,Occupancy Certificate,
99,lakshmimaternity and surgical center,Fire Safety Certificate,04/09/2021
99,lakshmimaternity and surgical center,PCB Certificate,30/09/2021
101,ARYA VAIDYA SALA KOTTAKKAL,Front View Photograph,
101,ARYA VAIDYA SALA KOTTAKKAL,PCB Certificate,08/04/2030
101,ARYA VAIDYA SALA KOTTAKKAL,Occupancy Certificate,
101,ARYA VAIDYA SALA KOTTAKKAL,Floor Plans,
101,ARYA VAIDYA SALA KOTTAKKAL,Fire Safety Certificate,01/04/2030
86,NU Hospitals Private Limited,Floor Plans,
86,NU Hospitals Private Limited,Front View Photograph,
86,NU Hospitals Private Limited,Occupancy Certificate,
86,NU Hospitals Private Limited,Fire Safety Certificate,25/03/2026
86,NU Hospitals Private Limited,PCB Certificate,30/09/2032
103,SIDDHAROODA CLINIC,Floor Plans,
103,SIDDHAROODA CLINIC,Front View Photograph,
103,SIDDHAROODA CLINIC,Occupancy Certificate,
103,SIDDHAROODA CLINIC,Fire Safety Certificate,
103,SIDDHAROODA CLINIC,PCB Certificate,
102,SUDHA CLINIC,Floor Plans,
102,SUDHA CLINIC,Occupancy Certificate,
102,SUDHA CLINIC,PCB Certificate,
102,SUDHA CLINIC,Fire Safety Certificate,
102,SUDHA CLINIC,Front View Photograph,
104,AZAD CLINIC,Floor Plans,
104,AZAD CLINIC,Front View Photograph,
104,AZAD CLINIC,Occupancy Certificate,
104,AZAD CLINIC,Fire Safety Certificate,
104,AZAD CLINIC,PCB Certificate,
104,AZAD CLINIC,Trade License,
105,M/s KEERTHI CLINIC,Floor Plans,
105,M/s KEERTHI CLINIC,Front View Photograph,
105,M/s KEERTHI CLINIC,Occupancy Certificate,
105,M/s KEERTHI CLINIC,Fire Safety Certificate,
105,M/s KEERTHI CLINIC,PCB Certificate,
106,SIDDHASHREE DIAGNOSTICS,Floor Plans,
106,SIDDHASHREE DIAGNOSTICS,Front View Photograph,
106,SIDDHASHREE DIAGNOSTICS,Occupancy Certificate,
106,SIDDHASHREE DIAGNOSTICS,Fire Safety Certificate,
106,SIDDHASHREE DIAGNOSTICS,PCB Certificate,
107,MS ENT CENTRE,Floor Plans,
107,MS ENT CENTRE,Front View Photograph,
107,MS ENT CENTRE,Occupancy Certificate,
107,MS ENT CENTRE,Fire Safety Certificate,
107,MS ENT CENTRE,PCB Certificate,
109,V CARE DIAGNOSTIC CENTRE,Floor Plans,
109,V CARE DIAGNOSTIC CENTRE,Front View Photograph,
109,V CARE DIAGNOSTIC CENTRE,Occupancy Certificate,
109,V CARE DIAGNOSTIC CENTRE,Fire Safety Certificate,
109,V CARE DIAGNOSTIC CENTRE,PCB Certificate,
108,HEALTH BLOOM POLY CLINIC,Floor Plans,
108,HEALTH BLOOM POLY CLINIC,Front View Photograph,
108,HEALTH BLOOM POLY CLINIC,Occupancy Certificate,
108,HEALTH BLOOM POLY CLINIC,Fire Safety Certificate,
108,HEALTH BLOOM POLY CLINIC,PCB Certificate,06/01/2100
110,KANDAGAL DIAGNOSTIC CENTRE,Floor Plans,
110,KANDAGAL DIAGNOSTIC CENTRE,Occupancy Certificate,
110,KANDAGAL DIAGNOSTIC CENTRE,Fire Safety Certificate,10/06/2021
110,KANDAGAL DIAGNOSTIC CENTRE,PCB Certificate,
110,KANDAGAL DIAGNOSTIC CENTRE,Trade License,31/03/2021
110,KANDAGAL DIAGNOSTIC CENTRE,Front View Photograph,
111,SRI SAI BALAJI DIAGNOSTIC CENTRE,Floor Plans,
111,SRI SAI BALAJI DIAGNOSTIC CENTRE,Occupancy Certificate,
111,SRI SAI BALAJI DIAGNOSTIC CENTRE,Fire Safety Certificate,07/02/2022
111,SRI SAI BALAJI DIAGNOSTIC CENTRE,PCB Certificate,
111,SRI SAI BALAJI DIAGNOSTIC CENTRE,Front View Photograph,
112,SAHARA POLYCLINIC,Front View Photograph,
112,SAHARA POLYCLINIC,Occupancy Certificate,
112,SAHARA POLYCLINIC,PCB Certificate,
112,SAHARA POLYCLINIC,Floor Plans,
112,SAHARA POLYCLINIC,Fire Safety Certificate,
113,AMRITHA POLYCLINIC AND DIAGNOSTICS,Floor Plans,
113,AMRITHA POLYCLINIC AND DIAGNOSTICS,Front View Photograph,
113,AMRITHA POLYCLINIC AND DIAGNOSTICS,PCB Certificate,
113,AMRITHA POLYCLINIC AND DIAGNOSTICS,Occupancy Certificate,
113,AMRITHA POLYCLINIC AND DIAGNOSTICS,Fire Safety Certificate,
114,Nnimma Polyclinic,Floor Plans,
114,Nnimma Polyclinic,Front View Photograph,
114,Nnimma Polyclinic,Occupancy Certificate,
114,Nnimma Polyclinic,PCB Certificate,31/01/2022
114,Nnimma Polyclinic,Fire Safety Certificate,31/01/2022
115,SRI VIJAYLAXMI SAIDAPUR HOSPITAL,Front View Photograph,
115,SRI VIJAYLAXMI SAIDAPUR HOSPITAL,Floor Plans,
115,SRI VIJAYLAXMI SAIDAPUR HOSPITAL,Occupancy Certificate,
115,SRI VIJAYLAXMI SAIDAPUR HOSPITAL,Fire Safety Certificate,
115,SRI VIJAYLAXMI SAIDAPUR HOSPITAL,PCB Certificate,
118,SHRI DHANAVANTRI CLINIC,Floor Plans,
118,SHRI DHANAVANTRI CLINIC,Front View Photograph,
118,SHRI DHANAVANTRI CLINIC,Occupancy Certificate,
118,SHRI DHANAVANTRI CLINIC,PCB Certificate,
118,SHRI DHANAVANTRI CLINIC,Fire Safety Certificate,
116,FLOSS & GLOSS DENTAL CARE,PCB Certificate,09/06/2024
116,FLOSS & GLOSS DENTAL CARE,Front View Photograph,
116,FLOSS & GLOSS DENTAL CARE,Floor Plans,
116,FLOSS & GLOSS DENTAL CARE,Fire Safety Certificate,28/05/2027
116,FLOSS & GLOSS DENTAL CARE,Occupancy Certificate,
117,shekar eye hospital a unit of varasiddi hospitals,PCB Certificate,
117,shekar eye hospital a unit of varasiddi hospitals,Fire Safety Certificate,
117,shekar eye hospital a unit of varasiddi hospitals,Front View Photograph,
117,shekar eye hospital a unit of varasiddi hospitals,Floor Plans,
117,shekar eye hospital a unit of varasiddi hospitals,Occupancy Certificate,
119,MARKANDEYA CHILD CLINIC,Floor Plans,
119,MARKANDEYA CHILD CLINIC,Fire Safety Certificate,28/10/2026
119,MARKANDEYA CHILD CLINIC,Front View Photograph,
119,MARKANDEYA CHILD CLINIC,Occupancy Certificate,
119,MARKANDEYA CHILD CLINIC,PCB Certificate,01/11/2026
120,Shri Sai Clinic,Floor Plans,
120,Shri Sai Clinic,Front View Photograph,
120,Shri Sai Clinic,Occupancy Certificate,
120,Shri Sai Clinic,Fire Safety Certificate,
120,Shri Sai Clinic,PCB Certificate,
120,Shri Sai Clinic,Trade License,
121,MAHANANDA SPECIALITY CLINIC,Floor Plans,
121,MAHANANDA SPECIALITY CLINIC,Front View Photograph,
121,MAHANANDA SPECIALITY CLINIC,Occupancy Certificate,
121,MAHANANDA SPECIALITY CLINIC,Fire Safety Certificate,
121,MAHANANDA SPECIALITY CLINIC,PCB Certificate,
122,ISHAAN SPINE ORTHOPAEDICS AND TRAUMA HOSPITAL,Floor Plans,
122,ISHAAN SPINE ORTHOPAEDICS AND TRAUMA HOSPITAL,Front View Photograph,
122,ISHAAN SPINE ORTHOPAEDICS AND TRAUMA HOSPITAL,Occupancy Certificate,
122,ISHAAN SPINE ORTHOPAEDICS AND TRAUMA HOSPITAL,Fire Safety Certificate,
122,ISHAAN SPINE ORTHOPAEDICS AND TRAUMA HOSPITAL,PCB Certificate,
124,SHUBHA CLINIC,Floor Plans,
124,SHUBHA CLINIC,Front View Photograph,
124,SHUBHA CLINIC,Occupancy Certificate,
124,SHUBHA CLINIC,Fire Safety Certificate,
124,SHUBHA CLINIC,PCB Certificate,
123,Nagabhushana Hospital,Front View Photograph,
123,Nagabhushana Hospital,Occupancy Certificate,
123,Nagabhushana Hospital,Fire Safety Certificate,
123,Nagabhushana Hospital,Floor Plans,
123,Nagabhushana Hospital,PCB Certificate,
123,Nagabhushana Hospital,Trade License,
125,GOPALA CLINIC,Floor Plans,
125,GOPALA CLINIC,Front View Photograph,
125,GOPALA CLINIC,Occupancy Certificate,
125,GOPALA CLINIC,Fire Safety Certificate,
125,GOPALA CLINIC,PCB Certificate,
126,CHILDREN CLINIC,Occupancy Certificate,
126,CHILDREN CLINIC,Floor Plans,
126,CHILDREN CLINIC,Front View Photograph,
126,CHILDREN CLINIC,Fire Safety Certificate,
126,CHILDREN CLINIC,PCB Certificate,
127,SRI RAGHAVENDRA CLINIC,Floor Plans,
127,SRI RAGHAVENDRA CLINIC,Front View Photograph,
127,SRI RAGHAVENDRA CLINIC,Occupancy Certificate,
127,SRI RAGHAVENDRA CLINIC,PCB Certificate,30/06/2021
127,SRI RAGHAVENDRA CLINIC,Fire Safety Certificate,26/12/2030
128,BALAJI DIAGNOSTIC LABORATORY,Floor Plans,
128,BALAJI DIAGNOSTIC LABORATORY,Front View Photograph,
128,BALAJI DIAGNOSTIC LABORATORY,Occupancy Certificate,
128,BALAJI DIAGNOSTIC LABORATORY,Fire Safety Certificate,
128,BALAJI DIAGNOSTIC LABORATORY,PCB Certificate,
129,VOLVO GROUP INDIA PRIVATE LIMITED OCCUPATIONAL HEALTH CENTER,Floor Plans,
129,VOLVO GROUP INDIA PRIVATE LIMITED OCCUPATIONAL HEALTH CENTER,Occupancy Certificate,
129,VOLVO GROUP INDIA PRIVATE LIMITED OCCUPATIONAL HEALTH CENTER,Fire Safety Certificate,
129,VOLVO GROUP INDIA PRIVATE LIMITED OCCUPATIONAL HEALTH CENTER,PCB Certificate,
129,VOLVO GROUP INDIA PRIVATE LIMITED OCCUPATIONAL HEALTH CENTER,Front View Photograph,
130,POPULAR HOSPITAL AND MEDICAL STORE,Floor Plans,
130,POPULAR HOSPITAL AND MEDICAL STORE,Occupancy Certificate,
130,POPULAR HOSPITAL AND MEDICAL STORE,Fire Safety Certificate,
130,POPULAR HOSPITAL AND MEDICAL STORE,PCB Certificate,
130,POPULAR HOSPITAL AND MEDICAL STORE,Trade License,
130,POPULAR HOSPITAL AND MEDICAL STORE,Front View Photograph,
131,DHANVANTARI CLINICAL LABAROTARY,Floor Plans,
131,DHANVANTARI CLINICAL LABAROTARY,Front View Photograph,
131,DHANVANTARI CLINICAL LABAROTARY,Occupancy Certificate,
131,DHANVANTARI CLINICAL LABAROTARY,PCB Certificate,
131,DHANVANTARI CLINICAL LABAROTARY,Fire Safety Certificate,
132,Anand Clinic & Diagnostic Lab,PCB Certificate,01/01/2026
132,Anand Clinic & Diagnostic Lab,Occupancy Certificate,
132,Anand Clinic & Diagnostic Lab,Floor Plans,
132,Anand Clinic & Diagnostic Lab,Front View Photograph,
132,Anand Clinic & Diagnostic Lab,Fire Safety Certificate,01/03/2026
133,Chaitra Clinic,Floor Plans,
133,Chaitra Clinic,Front View Photograph,
133,Chaitra Clinic,Occupancy Certificate,
133,Chaitra Clinic,Fire Safety Certificate,
133,Chaitra Clinic,PCB Certificate,
134,R R HEALTH CARE,Floor Plans,
134,R R HEALTH CARE,Fire Safety Certificate,
134,R R HEALTH CARE,PCB Certificate,
134,R R HEALTH CARE,Front View Photograph,
134,R R HEALTH CARE,Occupancy Certificate,
135,S.K. Diagnostic and Scan center,Floor Plans,
135,S.K. Diagnostic and Scan center,Front View Photograph,
135,S.K. Diagnostic and Scan center,Fire Safety Certificate,
135,S.K. Diagnostic and Scan center,Occupancy Certificate,
135,S.K. Diagnostic and Scan center,PCB Certificate,
136,DR MOURYA CLINIC,Floor Plans,
136,DR MOURYA CLINIC,Front View Photograph,
136,DR MOURYA CLINIC,Fire Safety Certificate,
136,DR MOURYA CLINIC,PCB Certificate,
136,DR MOURYA CLINIC,Occupancy Certificate,
137,ACQUITY LABS PRIVATE LIMITED,Floor Plans,
137,ACQUITY LABS PRIVATE LIMITED,PCB Certificate,31/12/2099
137,ACQUITY LABS PRIVATE LIMITED,Front View Photograph,
137,ACQUITY LABS PRIVATE LIMITED,Occupancy Certificate,
137,ACQUITY LABS PRIVATE LIMITED,Fire Safety Certificate,
138,SPANDANA HOSPITAL,Floor Plans,
138,SPANDANA HOSPITAL,Front View Photograph,
138,SPANDANA HOSPITAL,Occupancy Certificate,
138,SPANDANA HOSPITAL,PCB Certificate,
138,SPANDANA HOSPITAL,Fire Safety Certificate,
139,NEXT GEN DNA LAB PVT LTD,Floor Plans,
139,NEXT GEN DNA LAB PVT LTD,Front View Photograph,
139,NEXT GEN DNA LAB PVT LTD,Occupancy Certificate,
139,NEXT GEN DNA LAB PVT LTD,Fire Safety Certificate,
139,NEXT GEN DNA LAB PVT LTD,PCB Certificate,
140,H K D E T RAJA RAJESHWARI AYURVEDIC MEDICAL COLLEGE AND HOSPITAL,Floor Plans,
140,H K D E T RAJA RAJESHWARI AYURVEDIC MEDICAL COLLEGE AND HOSPITAL,Front View Photograph,
140,H K D E T RAJA RAJESHWARI AYURVEDIC MEDICAL COLLEGE AND HOSPITAL,Occupancy Certificate,
140,H K D E T RAJA RAJESHWARI AYURVEDIC MEDICAL COLLEGE AND HOSPITAL,Fire Safety Certificate,07/08/2026
140,H K D E T RAJA RAJESHWARI AYURVEDIC MEDICAL COLLEGE AND HOSPITAL,PCB Certificate,30/09/2030
141,Dr. Afnas Time Two Smile Dental Lounge & Root Canal Centre,Floor Plans,
141,Dr. Afnas Time Two Smile Dental Lounge & Root Canal Centre,Front View Photograph,
141,Dr. Afnas Time Two Smile Dental Lounge & Root Canal Centre,Occupancy Certificate,
141,Dr. Afnas Time Two Smile Dental Lounge & Root Canal Centre,PCB Certificate,
141,Dr. Afnas Time Two Smile Dental Lounge & Root Canal Centre,Fire Safety Certificate,
142,SHIVANAGA SUPER SPECIALITY DENTAL CLINIC,Occupancy Certificate,
142,SHIVANAGA SUPER SPECIALITY DENTAL CLINIC,PCB Certificate,03/11/2021
142,SHIVANAGA SUPER SPECIALITY DENTAL CLINIC,Floor Plans,
142,SHIVANAGA SUPER SPECIALITY DENTAL CLINIC,Front View Photograph,
142,SHIVANAGA SUPER SPECIALITY DENTAL CLINIC,Fire Safety Certificate,08/04/2021
143,JIYA HEALTH CARE,Fire Safety Certificate,
143,JIYA HEALTH CARE,PCB Certificate,
143,JIYA HEALTH CARE,Front View Photograph,
143,JIYA HEALTH CARE,Floor Plans,
143,JIYA HEALTH CARE,Occupancy Certificate,
144,DEEPAK CLINIC,Floor Plans,
144,DEEPAK CLINIC,Front View Photograph,
144,DEEPAK CLINIC,Occupancy Certificate,
144,DEEPAK CLINIC,PCB Certificate,
144,DEEPAK CLINIC,Fire Safety Certificate,05/05/2022
145,APPIAH PRABHU CLINIC,Occupancy Certificate,
145,APPIAH PRABHU CLINIC,Floor Plans,
145,APPIAH PRABHU CLINIC,Front View Photograph,
145,APPIAH PRABHU CLINIC,PCB Certificate,16/10/2025
145,APPIAH PRABHU CLINIC,Fire Safety Certificate,11/12/2025
146,VENKATESHWAR CLINIC,Floor Plans,
146,VENKATESHWAR CLINIC,Front View Photograph,
146,VENKATESHWAR CLINIC,Fire Safety Certificate,31/03/2025
146,VENKATESHWAR CLINIC,Occupancy Certificate,
146,VENKATESHWAR CLINIC,PCB Certificate,16/04/2030
147,DESAI HOSPITAL,Occupancy Certificate,
147,DESAI HOSPITAL,Front View Photograph,
147,DESAI HOSPITAL,Fire Safety Certificate,12/05/2021
147,DESAI HOSPITAL,Floor Plans,
147,DESAI HOSPITAL,PCB Certificate,14/06/2022
148,NAMMA HOMEOPATHY UNIT OF NAMMA VAIDYASHALA PVT LTD,Floor Plans,
148,NAMMA HOMEOPATHY UNIT OF NAMMA VAIDYASHALA PVT LTD,Front View Photograph,
148,NAMMA HOMEOPATHY UNIT OF NAMMA VAIDYASHALA PVT LTD,Occupancy Certificate,
148,NAMMA HOMEOPATHY UNIT OF NAMMA VAIDYASHALA PVT LTD,Fire Safety Certificate,
148,NAMMA HOMEOPATHY UNIT OF NAMMA VAIDYASHALA PVT LTD,PCB Certificate,
150,KEDAR HOSPITAL,Floor Plans,
150,KEDAR HOSPITAL,Front View Photograph,
150,KEDAR HOSPITAL,Occupancy Certificate,
150,KEDAR HOSPITAL,PCB Certificate,
150,KEDAR HOSPITAL,Fire Safety Certificate,
151,N.M. HIREMATH CLINIC,Floor Plans,
151,N.M. HIREMATH CLINIC,Occupancy Certificate,
151,N.M. HIREMATH CLINIC,PCB Certificate,24/02/2021
151,N.M. HIREMATH CLINIC,Front View Photograph,
151,N.M. HIREMATH CLINIC,Fire Safety Certificate,07/11/2021
152,CHIKISTA DIAGNOSTICS,Floor Plans,
152,CHIKISTA DIAGNOSTICS,Front View Photograph,
152,CHIKISTA DIAGNOSTICS,Occupancy Certificate,
152,CHIKISTA DIAGNOSTICS,Fire Safety Certificate,17/02/2022
152,CHIKISTA DIAGNOSTICS,PCB Certificate,17/02/2022
153,SHREE HEALTH CENTRE,Floor Plans,
153,SHREE HEALTH CENTRE,Front View Photograph,
153,SHREE HEALTH CENTRE,Occupancy Certificate,
153,SHREE HEALTH CENTRE,PCB Certificate,
153,SHREE HEALTH CENTRE,Fire Safety Certificate,
149,SOMAYAJI HOSPITAL,Front View Photograph,
149,SOMAYAJI HOSPITAL,PCB Certificate,30/09/2025
149,SOMAYAJI HOSPITAL,Floor Plans,
149,SOMAYAJI HOSPITAL,Occupancy Certificate,
149,SOMAYAJI HOSPITAL,Fire Safety Certificate,
154,Shree Manjunatha Kids Clinic,Floor Plans,
154,Shree Manjunatha Kids Clinic,Front View Photograph,
154,Shree Manjunatha Kids Clinic,Fire Safety Certificate,
154,Shree Manjunatha Kids Clinic,PCB Certificate,
154,Shree Manjunatha Kids Clinic,Occupancy Certificate,
156,J F CLINICAL LABORATORY,Floor Plans,
156,J F CLINICAL LABORATORY,Front View Photograph,
156,J F CLINICAL LABORATORY,Occupancy Certificate,
156,J F CLINICAL LABORATORY,Fire Safety Certificate,
156,J F CLINICAL LABORATORY,PCB Certificate,
155,PATIL SCAN CENTER,Floor Plans,
155,PATIL SCAN CENTER,Front View Photograph,
155,PATIL SCAN CENTER,Occupancy Certificate,
155,PATIL SCAN CENTER,Fire Safety Certificate,
155,PATIL SCAN CENTER,PCB Certificate,07/10/2021
157,Swathi Dental Clinic,Floor Plans,
157,Swathi Dental Clinic,Front View Photograph,
157,Swathi Dental Clinic,Occupancy Certificate,
157,Swathi Dental Clinic,Fire Safety Certificate,
157,Swathi Dental Clinic,PCB Certificate,
158,SAI VIJAY CT SCAN AND DIAGNOSTIC CENTRE,Floor Plans,
158,SAI VIJAY CT SCAN AND DIAGNOSTIC CENTRE,Front View Photograph,
158,SAI VIJAY CT SCAN AND DIAGNOSTIC CENTRE,Occupancy Certificate,
158,SAI VIJAY CT SCAN AND DIAGNOSTIC CENTRE,Fire Safety Certificate,
158,SAI VIJAY CT SCAN AND DIAGNOSTIC CENTRE,PCB Certificate,
159,GURUNATHA HEALTH CARE,Floor Plans,
159,GURUNATHA HEALTH CARE,Front View Photograph,
159,GURUNATHA HEALTH CARE,Occupancy Certificate,
159,GURUNATHA HEALTH CARE,Fire Safety Certificate,31/03/2021
159,GURUNATHA HEALTH CARE,PCB Certificate,31/03/2021
160,MS Clinic Diagnostic and Scan Centre,Floor Plans,
160,MS Clinic Diagnostic and Scan Centre,Front View Photograph,
160,MS Clinic Diagnostic and Scan Centre,Occupancy Certificate,
160,MS Clinic Diagnostic and Scan Centre,Fire Safety Certificate,
160,MS Clinic Diagnostic and Scan Centre,PCB Certificate,
161,Nishka Healthcare,Floor Plans,
161,Nishka Healthcare,Front View Photograph,
161,Nishka Healthcare,PCB Certificate,
161,Nishka Healthcare,Fire Safety Certificate,
161,Nishka Healthcare,Occupancy Certificate,
162,S B MEDICAL CENTRE,Floor Plans,
162,S B MEDICAL CENTRE,Front View Photograph,
162,S B MEDICAL CENTRE,Occupancy Certificate,
162,S B MEDICAL CENTRE,Fire Safety Certificate,09/11/2021
162,S B MEDICAL CENTRE,PCB Certificate,14/11/2022
163,AAROGYA DIAGNOSTIC CENTRE,Floor Plans,
163,AAROGYA DIAGNOSTIC CENTRE,PCB Certificate,
163,AAROGYA DIAGNOSTIC CENTRE,Front View Photograph,
163,AAROGYA DIAGNOSTIC CENTRE,Occupancy Certificate,
163,AAROGYA DIAGNOSTIC CENTRE,Fire Safety Certificate,
164,SRI DURGA CLINIC,Floor Plans,
164,SRI DURGA CLINIC,Front View Photograph,
164,SRI DURGA CLINIC,Occupancy Certificate,
164,SRI DURGA CLINIC,Fire Safety Certificate,
164,SRI DURGA CLINIC,PCB Certificate,
164,SRI DURGA CLINIC,Trade License,
165,AMAR CLINIC,Floor Plans,
165,AMAR CLINIC,Front View Photograph,
165,AMAR CLINIC,PCB Certificate,
165,AMAR CLINIC,Occupancy Certificate,
165,AMAR CLINIC,Fire Safety Certificate,
166,PUNIT NURSING HOME,Floor Plans,
166,PUNIT NURSING HOME,Front View Photograph,
166,PUNIT NURSING HOME,Fire Safety Certificate,21/06/2021
166,PUNIT NURSING HOME,PCB Certificate,
166,PUNIT NURSING HOME,Occupancy Certificate,
167,CLINIC,Floor Plans,
167,CLINIC,Front View Photograph,
167,CLINIC,Occupancy Certificate,
167,CLINIC,Fire Safety Certificate,
167,CLINIC,PCB Certificate,
167,CLINIC,Trade License,
168,CITY MULTISPECIALTY CLINIC,Floor Plans,
168,CITY MULTISPECIALTY CLINIC,Front View Photograph,
168,CITY MULTISPECIALTY CLINIC,Occupancy Certificate,
168,CITY MULTISPECIALTY CLINIC,Fire Safety Certificate,31/03/2021
168,CITY MULTISPECIALTY CLINIC,PCB Certificate,31/03/2021
169,SRI GAVISIDDESHWARA HOSPITAL,Floor Plans,
169,SRI GAVISIDDESHWARA HOSPITAL,Occupancy Certificate,
169,SRI GAVISIDDESHWARA HOSPITAL,PCB Certificate,
169,SRI GAVISIDDESHWARA HOSPITAL,Front View Photograph,
169,SRI GAVISIDDESHWARA HOSPITAL,Fire Safety Certificate,
170,ZAHRA DENTAL CLINIC,Floor Plans,
170,ZAHRA DENTAL CLINIC,Front View Photograph,
170,ZAHRA DENTAL CLINIC,Occupancy Certificate,
170,ZAHRA DENTAL CLINIC,Fire Safety Certificate,
170,ZAHRA DENTAL CLINIC,PCB Certificate,
170,ZAHRA DENTAL CLINIC,Trade License,
171,HCG CANCER CENTRE KALABURAGI A Unit of Healthcare Global Enterprises Ltd,Floor Plans,
171,HCG CANCER CENTRE KALABURAGI A Unit of Healthcare Global Enterprises Ltd,Front View Photograph,
171,HCG CANCER CENTRE KALABURAGI A Unit of Healthcare Global Enterprises Ltd,Occupancy Certificate,
171,HCG CANCER CENTRE KALABURAGI A Unit of Healthcare Global Enterprises Ltd,Fire Safety Certificate,
171,HCG CANCER CENTRE KALABURAGI A Unit of Healthcare Global Enterprises Ltd,PCB Certificate,
172,Adarsha Clinical Laboratory,Floor Plans,
172,Adarsha Clinical Laboratory,Front View Photograph,
172,Adarsha Clinical Laboratory,Occupancy Certificate,
